Race_and_Ethnicity,Sex,S&E_Fields,Broad_Fields,Detailed_Fields,Year,Number
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Engineering,Industrial and manufacturing engineering,2018,1
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Engineering,Materials science engineering,2018,9
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Engineering,Mechanical engineering,2018,2
"Black or African American, Not Hispanic or Latino",Female,Science and engineering,Engineering,Other engineering,2018,16
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education administration,2018,138
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education research,2018,191
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teacher education,2018,18
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teaching fields,2018,45
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Education,Other education,2018,26
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Foreign languages and literature,2018,4
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,History,2018,32
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Letters,2018,29
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Other humanities and arts,2018,53
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Business management and administration,2018,55
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Communication,2018,23
"Black or African American, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,2018,60
"Black or African American, Not Hispanic or Latino",Unknown sex,Non-science and engineering,Education,Teaching fields,2018,
"White, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Agricultural sciences and natural resources,2018,306
"White, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Biological and biomedical sciences,2018,2105
"White, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Health sciences,2018,333
"White, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,Chemistry,2018,797
"White, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",2018,309
"White, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,2018,781
"White, Not Hispanic or Latino",Male,Science and engineering,Mathematics and computer sciences,Computer and information sciences,2018,388
"White, Not Hispanic or Latino",Male,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,2018,577
"White, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Psychology,2018,693
"White, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Anthropology,2018,71
"White, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Economics,2018,253
"White, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Political science and government,2018,238
"White, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Sociology,2018,136
"White, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Other social sciences,2018,441
"White, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",2018,142
"White, Not Hispanic or Latino",Male,Science and engineering,Engineering,Bioengineering and biomedical engineering,2018,264
"White, Not Hispanic or Latino",Male,Science and engineering,Engineering,Chemical engineering,2018,244
"White, Not Hispanic or Latino",Male,Science and engineering,Engineering,Civil engineering,2018,91
"White, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",2018,291
"White, Not Hispanic or Latino",Male,Science and engineering,Engineering,Industrial and manufacturing engineering,2018,35
"White, Not Hispanic or Latino",Male,Science and engineering,Engineering,Materials science engineering,2018,227
"White, Not Hispanic or Latino",Male,Science and engineering,Engineering,Mechanical engineering,2018,370
"White, Not Hispanic or Latino",Male,Science and engineering,Engineering,Other engineering,2018,459
"White, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education administration,2018,186
"White, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education research,2018,431
"White, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teacher education,2018,9
"White, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teaching fields,2018,165
"White, Not Hispanic or Latino",Male,Non-science and engineering,Education,Other education,2018,64
"White, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Foreign languages and literature,2018,103
"White, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,History,2018,340
"White, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Letters,2018,427
"White, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Other humanities and arts,2018,765
"White, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Business management and administration,2018,295
"White, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Communication,2018,127
"White, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,2018,155
"White, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Agricultural sciences and natural resources,2018,302
"White, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Biological and biomedical sciences,2018,2356
"White, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Health sciences,2018,875
"White, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Chemistry,2018,471
"White, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",2018,308
"White, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,2018,240
"White, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Computer and information sciences,2018,108
"White, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,2018,160
"White, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Psychology,2018,1649
"White, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Anthropology,2018,173
"White, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Economics,2018,83
"White, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Political science and government,2018,166
"White, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Sociology,2018,224
"White, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Other social sciences,2018,526
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",2018,19
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,Bioengineering and biomedical engineering,2018,197
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,Chemical engineering,2018,74
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,Civil engineering,2018,40
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",2018,51
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,Industrial and manufacturing engineering,2018,13
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,Materials science engineering,2018,74
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,Mechanical engineering,2018,69
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,Other engineering,2018,169
"White, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education administration,2018,278
"White, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education research,2018,976
"White, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teacher education,2018,40
"White, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teaching fields,2018,429
"White, Not Hispanic or Latino",Female,Non-science and engineering,Education,Other education,2018,136
"White, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Foreign languages and literature,2018,154
"White, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,History,2018,283
"White, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Letters,2018,551
"White, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Other humanities and arts,2018,544
