Race_and_Ethnicity,Sex,S&E_Fields,Broad_Fields,Detailed_Fields,Year,Number
"White, Not Hispanic or Latino",Male,Science and engineering,Engineering,Materials science engineering,2018,227.0
"White, Not Hispanic or Latino",Male,Science and engineering,Engineering,Mechanical engineering,2018,370.0
"White, Not Hispanic or Latino",Male,Science and engineering,Engineering,Other engineering,2018,459.0
"White, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education administration,2018,186.0
"White, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education research,2018,431.0
"White, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teacher education,2018,9.0
"White, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teaching fields,2018,165.0
"White, Not Hispanic or Latino",Male,Non-science and engineering,Education,Other education,2018,64.0
"White, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Foreign languages and literature,2018,103.0
"White, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,History,2018,340.0
"White, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Letters,2018,427.0
"White, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Other humanities and arts,2018,765.0
"White, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Business management and administration,2018,295.0
"White, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Communication,2018,127.0
"White, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,2018,155.0
"White, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Agricultural sciences and natural resources,2018,302.0
"White, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Biological and biomedical sciences,2018,2356.0
"White, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Health sciences,2018,875.0
"White, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Chemistry,2018,471.0
"White, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",2018,308.0
"White, Not Hispanic or Latino",Female,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,2018,240.0
"White, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Computer and information sciences,2018,108.0
"White, Not Hispanic or Latino",Female,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,2018,160.0
"White, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Psychology,2018,1649.0
"White, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Anthropology,2018,173.0
"White, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Economics,2018,83.0
"White, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Political science and government,2018,166.0
"White, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Sociology,2018,224.0
"White, Not Hispanic or Latino",Female,Science and engineering,Psychology and social sciences,Other social sciences,2018,526.0
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",2018,19.0
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,Bioengineering and biomedical engineering,2018,197.0
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,Chemical engineering,2018,74.0
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,Civil engineering,2018,40.0
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",2018,51.0
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,Industrial and manufacturing engineering,2018,13.0
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,Materials science engineering,2018,74.0
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,Mechanical engineering,2018,69.0
"White, Not Hispanic or Latino",Female,Science and engineering,Engineering,Other engineering,2018,169.0
"White, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education administration,2018,278.0
"White, Not Hispanic or Latino",Female,Non-science and engineering,Education,Education research,2018,976.0
"White, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teacher education,2018,40.0
"White, Not Hispanic or Latino",Female,Non-science and engineering,Education,Teaching fields,2018,429.0
"White, Not Hispanic or Latino",Female,Non-science and engineering,Education,Other education,2018,136.0
"White, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Foreign languages and literature,2018,154.0
"White, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,History,2018,283.0
"White, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Letters,2018,551.0
"White, Not Hispanic or Latino",Female,Non-science and engineering,Humanities and arts,Other humanities and arts,2018,544.0
"White, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Business management and administration,2018,161.0
"White, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Communication,2018,206.0
"White, Not Hispanic or Latino",Female,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,2018,228.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Agricultural sciences and natural resources,2018,13.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Biological and biomedical sciences,2018,90.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Life sciences,Health sciences,2018,20.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,Chemistry,2018,26.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",2018,12.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Physical sciences and earth sciences,Physics and astronomy,2018,23.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Mathematics and computer sciences,Computer and information sciences,2018,16.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Mathematics and computer sciences,Mathematics and statistics,2018,22.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Psychology,2018,25.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Anthropology,2018,2.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Economics,2018,11.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Political science and government,2018,7.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Sociology,2018,7.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Psychology and social sciences,Other social sciences,2018,21.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",2018,6.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Engineering,Bioengineering and biomedical engineering,2018,20.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Engineering,Chemical engineering,2018,11.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Engineering,Civil engineering,2018,2.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Engineering,"Electrical, electronics, and communications engineering",2018,13.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Engineering,Industrial and manufacturing engineering,2018,1.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Engineering,Materials science engineering,2018,12.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Engineering,Mechanical engineering,2018,16.0
"More than one race, Not Hispanic or Latino",Male,Science and engineering,Engineering,Other engineering,2018,17.0
"More than one race, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education administration,2018,1.0
"More than one race, Not Hispanic or Latino",Male,Non-science and engineering,Education,Education research,2018,23.0
"More than one race, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teacher education,2018,1.0
"More than one race, Not Hispanic or Latino",Male,Non-science and engineering,Education,Teaching fields,2018,7.0
"More than one race, Not Hispanic or Latino",Male,Non-science and engineering,Education,Other education,2018,3.0
"More than one race, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Foreign languages and literature,2018,3.0
"More than one race, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,History,2018,9.0
"More than one race, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Letters,2018,12.0
"More than one race, Not Hispanic or Latino",Male,Non-science and engineering,Humanities and arts,Other humanities and arts,2018,23.0
"More than one race, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Business management and administration,2018,6.0
"More than one race, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Communication,2018,2.0
"More than one race, Not Hispanic or Latino",Male,Non-science and engineering,Other non-S&E,Non-S&E fields not elsewhere classified,2018,3.0
"More than one race, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Agricultural sciences and natural resources,2018,11.0
"More than one race, Not Hispanic or Latino",Female,Science and engineering,Life sciences,Biological and biomedical sciences,2018,120.0
